                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 1.0449,                 1.1712,                 0.9269,                0.54089,                0.53703,                0.52923,                0.39037,                0.94785,                0.92252,                0.90346,              0.0098639,              0.0098639,              0.0098639
                     14,                 1.0367,                 1.0965,                0.92502,                0.66091,                0.50668,                0.53596,                0.40019,                0.92623,                0.89603,                0.89455,              0.0098515,              0.0098515,              0.0098515
                     15,                 1.0245,                 1.0712,                0.91471,                0.73147,                0.49428,                0.56603,                0.42869,                0.89967,                0.87773,                0.88459,              0.0098391,              0.0098391,              0.0098391
                     16,                0.99903,                 1.0217,                0.91171,                0.63344,                0.60191,                0.60082,                0.45977,                0.85623,                0.80641,                0.87778,              0.0098268,              0.0098268,              0.0098268
                     17,                0.99199,                0.97042,                0.90576,                0.68467,                0.60678,                0.63988,                0.48904,                 0.8672,                0.78248,                0.88501,              0.0098144,              0.0098144,              0.0098144
                     18,                 0.9814,                0.95814,                0.90929,                0.68254,                0.60848,                0.65156,                0.49137,                 0.8806,                0.78845,                0.87518,               0.009802,               0.009802,               0.009802
                     19,                0.95886,                0.91835,                 0.8974,                0.69775,                0.61646,                0.65694,                0.49478,                0.89964,                0.75272,                0.87801,              0.0097896,              0.0097896,              0.0097896
                     20,                0.95628,                0.88045,                 0.9028,                0.75138,                0.61307,                0.70712,                0.53492,                0.84628,                0.72983,                 0.8732,              0.0097773,              0.0097773,              0.0097773
                     21,                0.94085,                0.86206,                  0.893,                0.76295,                0.64203,                0.72516,                0.56051,                0.80854,                0.67924,                0.86102,              0.0097649,              0.0097649,              0.0097649
                     22,                0.93701,                0.84227,                0.89463,                 0.8198,                0.63059,                0.75139,                0.57978,                0.81663,                0.66688,                0.85948,              0.0097525,              0.0097525,              0.0097525
                     23,                0.92313,                0.81283,                0.89115,                0.79175,                0.65828,                0.75775,                0.58297,                0.82093,                0.63645,                0.86744,              0.0097401,              0.0097401,              0.0097401
                     24,                0.92026,                0.81638,                0.88846,                0.76407,                0.71876,                0.78479,                0.60202,                0.81878,                0.62804,                0.86161,              0.0097278,              0.0097278,              0.0097278
                     25,                0.88949,                0.76639,                0.88345,                0.80812,                0.73294,                 0.7978,                0.61266,                 0.8202,                0.59253,                0.86109,              0.0097154,              0.0097154,              0.0097154
                     26,                0.90038,                0.77574,                 0.8813,                0.80646,                0.72759,                0.80435,                0.62004,                0.81648,                 0.5869,                0.86062,               0.009703,               0.009703,               0.009703
                     27,                0.88388,                0.74606,                0.87867,                0.85471,                0.70604,                0.83663,                0.65397,                0.77639,                0.58306,                0.85473,              0.0096906,              0.0096906,              0.0096906
                     28,                0.88832,                0.73519,                0.87846,                0.79615,                0.74551,                 0.8142,                0.64301,                0.77875,                  0.583,                0.85501,              0.0096783,              0.0096783,              0.0096783
                     29,                0.87229,                0.71814,                0.88012,                0.86264,                0.72699,                0.83398,                 0.6488,                0.77832,                0.55313,                0.85435,              0.0096659,              0.0096659,              0.0096659
                     30,                0.86629,                0.71688,                0.87653,                0.85413,                0.71531,                0.81037,                0.63351,                0.78146,                0.55496,                0.85265,              0.0096535,              0.0096535,              0.0096535
                     31,                 0.8563,                0.69369,                0.87572,                0.86167,                 0.7571,                0.87094,                0.69065,                0.75679,                 0.5347,                 0.8495,              0.0096411,              0.0096411,              0.0096411
                     32,                0.85109,                0.69297,                0.87245,                0.88442,                0.77773,                0.88447,                0.70397,                0.76621,                0.51021,                0.85188,              0.0096288,              0.0096288,              0.0096288
                     33,                0.85456,                0.68037,                0.87189,                0.86445,                0.76359,                0.87415,                 0.6861,                0.76157,                0.53206,                0.84796,              0.0096164,              0.0096164,              0.0096164
                     34,                0.84689,                 0.6628,                0.87085,                0.86063,                0.79235,                0.87252,                0.68375,                 0.7768,                0.51851,                0.84849,               0.009604,               0.009604,               0.009604
                     35,                0.83736,                0.65014,                0.86819,                0.91039,                0.81937,                0.91757,                0.73232,                0.73728,                0.47627,                0.84561,              0.0095916,              0.0095916,              0.0095916
                     36,                0.83612,                0.64691,                0.87095,                0.90695,                0.80542,                0.91777,                0.73542,                0.74232,                0.48325,                0.84376,              0.0095793,              0.0095793,              0.0095793
                     37,                0.83111,                0.63777,                0.86499,                0.88075,                0.84809,                0.90856,                0.72626,                0.74681,                0.48445,                0.84465,              0.0095669,              0.0095669,              0.0095669
                     38,                0.82526,                0.62693,                0.86853,                0.81888,                0.88999,                0.93731,                0.74825,                0.74052,                0.46776,                0.84413,              0.0095545,              0.0095545,              0.0095545
                     39,                0.81454,                0.62837,                0.86184,                0.90967,                0.80913,                0.91663,                0.72478,                0.74059,                 0.4742,                 0.8421,              0.0095421,              0.0095421,              0.0095421
                     40,                0.82117,                0.60862,                0.86232,                0.90543,                 0.8441,                0.93759,                0.75464,                0.71892,                0.44887,                0.83715,              0.0095298,              0.0095298,              0.0095298
                     41,                0.81984,                0.60343,                0.86787,                0.84552,                0.87977,                0.94381,                0.75441,                0.73759,                0.45746,                 0.8416,              0.0095174,              0.0095174,              0.0095174
                     42,                0.80766,                0.59619,                0.86001,                0.87272,                0.88347,                0.95261,                 0.7616,                0.73244,                0.44709,                0.84048,               0.009505,               0.009505,               0.009505
                     43,                0.81045,                0.59218,                0.86081,                0.88452,                0.91547,                0.95126,                0.76155,                0.70926,                0.42876,                0.83579,              0.0094926,              0.0094926,              0.0094926
                     44,                0.80576,                0.58873,                0.85764,                0.92262,                0.90045,                0.96358,                0.77439,                 0.7172,                0.42624,                0.83684,              0.0094803,              0.0094803,              0.0094803
                     45,                0.79561,                0.57792,                0.85497,                0.90344,                0.87604,                0.96418,                0.77993,                0.70632,                0.42132,                0.83576,              0.0094679,              0.0094679,              0.0094679
                     46,                 0.8014,                0.57563,                0.86053,                0.89302,                0.87849,                0.96043,                0.77033,                0.71829,                0.41702,                0.83799,              0.0094555,              0.0094555,              0.0094555
                     47,                0.79952,                0.56316,                0.85722,                0.92333,                0.87216,                0.95979,                0.76688,                0.71692,                0.42481,                0.83755,              0.0094555,              0.0094555,              0.0094555
                     48,                0.78715,                0.56377,                0.86043,                0.89713,                0.90338,                0.96127,                0.77309,                0.70857,                0.41076,                0.83563,              0.0094307,              0.0094307,              0.0094307
                     49,                0.78928,                0.57249,                0.85877,                0.90486,                0.88557,                0.96711,                0.77292,                0.70805,                0.42386,                0.83464,              0.0094184,              0.0094184,              0.0094184
                     50,                0.77869,                0.56195,                0.85897,                0.91498,                0.87961,                0.96719,                0.77406,                0.70255,                0.41282,                 0.8343,               0.009406,               0.009406,               0.009406
                     51,                0.78572,                0.54672,                0.85632,                 0.8455,                0.95759,                0.97376,                0.78329,                0.70173,                0.40695,                0.83522,              0.0093936,              0.0093936,              0.0093936
                     52,                0.77028,                 0.5455,                0.85337,                0.93852,                0.90739,                0.95637,                0.76779,                0.70056,                0.40158,                0.83347,              0.0093813,              0.0093813,              0.0093813
                     53,                0.77068,                0.53792,                0.85215,                0.89524,                0.92686,                0.97351,                0.79195,                0.69634,                0.40319,                0.83394,              0.0093689,              0.0093689,              0.0093689
                     54,                0.77769,                0.53768,                0.85712,                0.93271,                 0.9008,                0.96465,                0.78904,                0.69256,                0.39893,                0.83257,              0.0093565,              0.0093565,              0.0093565
                     55,                0.77615,                0.54283,                 0.8572,                0.94071,                0.88466,                0.97563,                 0.7908,                0.68901,                0.39613,                0.83106,              0.0093441,              0.0093441,              0.0093441
                     56,                0.75484,                0.53203,                0.85134,                0.93601,                0.91777,                0.98223,                0.79975,                0.68742,                0.38333,                0.83184,              0.0093317,              0.0093317,              0.0093317
                     57,                0.76529,                0.51705,                 0.8533,                0.91283,                 0.9584,                0.97775,                0.79817,                0.67909,                0.38305,                0.83011,              0.0093194,              0.0093194,              0.0093194
                     58,                0.76077,                0.52409,                0.84726,                0.92946,                0.93099,                0.98489,                0.79726,                0.68021,                0.37658,                0.83028,               0.009307,               0.009307,               0.009307
                     59,                0.75683,                0.52056,                0.84991,                 0.8886,                0.96193,                0.97933,                0.80252,                0.66719,                0.38049,                0.82758,              0.0092946,              0.0092946,              0.0092946
                     60,                0.75674,                0.51536,                0.84716,                0.92388,                0.91524,                0.97609,                0.79692,                0.67684,                0.37892,                0.82865,              0.0092823,              0.0092823,              0.0092823
                     61,                0.76056,                0.51541,                0.85276,                0.92769,                0.94548,                0.97956,                0.80275,                 0.6747,                 0.3683,                0.82689,              0.0092699,              0.0092699,              0.0092699
                     62,                0.74871,                0.50899,                0.84662,                0.94885,                0.92956,                0.98171,                0.80222,                 0.6694,                0.37014,                0.82603,              0.0092575,              0.0092575,              0.0092575
                     63,                0.74723,                0.50113,                0.85225,                0.89576,                0.98076,                0.98831,                0.81096,                0.65958,                0.36676,                0.82635,              0.0092451,              0.0092451,              0.0092451
                     64,                0.74155,                0.50945,                0.84517,                0.93379,                0.96397,                0.98672,                0.81396,                0.65771,                0.36836,                 0.8254,              0.0092327,              0.0092327,              0.0092327
                     65,                0.73984,                 0.5053,                0.84696,                0.94668,                0.93691,                0.98584,                0.81265,                 0.6639,                0.36427,                0.82444,              0.0092204,              0.0092204,              0.0092204
                     66,                0.74191,                0.49925,                0.84754,                0.93346,                0.95051,                0.98523,                0.82031,                0.65669,                0.36055,                 0.8248,               0.009208,               0.009208,               0.009208
                     67,                0.74242,                0.50337,                0.84543,                0.94057,                0.96123,                0.98608,                0.81115,                0.65443,                0.36317,                0.82322,              0.0091956,              0.0091956,              0.0091956
                     68,                0.72827,                0.49112,                0.84605,                 0.9404,                0.95328,                 0.9881,                0.81532,                 0.6527,                0.35575,                0.82396,              0.0091833,              0.0091833,              0.0091833
                     69,                 0.7387,                0.49602,                0.84346,                0.94975,                0.95126,                0.98836,                0.81746,                0.64333,                0.35199,                0.82208,              0.0091709,              0.0091709,              0.0091709
                     70,                0.72958,                0.48433,                 0.8436,                0.93645,                0.95926,                0.98193,                0.81402,                0.64419,                0.35097,                0.82156,              0.0091585,              0.0091585,              0.0091585
                     71,                0.73609,                0.49043,                0.84327,                0.94746,                0.97796,                0.99011,                0.81824,                0.65161,                0.34925,                 0.8234,              0.0091461,              0.0091461,              0.0091461
                     72,                0.72978,                0.48867,                0.84666,                0.93027,                0.97963,                0.98762,                0.82725,                0.63555,                0.34782,                0.82081,              0.0091337,              0.0091337,              0.0091337
                     73,                0.72266,                0.48561,                0.84335,                0.92966,                0.97433,                0.99053,                0.82056,                0.63428,                 0.3446,                0.82042,              0.0091214,              0.0091214,              0.0091214
                     74,                0.72024,                0.47631,                0.84545,                0.95276,                0.97359,                0.98905,                0.82408,                0.64264,                 0.3465,                0.82124,               0.009109,               0.009109,               0.009109
                     75,                0.71708,                0.47601,                0.84118,                0.89228,                0.98844,                0.98994,                0.82527,                0.63821,                0.34676,                0.82114,              0.0090966,              0.0090966,              0.0090966
                     76,                0.71846,                0.48704,                0.84253,                0.95558,                 0.9738,                0.98946,                0.82684,                 0.6346,                0.34173,                0.82038,              0.0090843,              0.0090843,              0.0090843
                     77,                0.71869,                0.47305,                0.84239,                0.92163,                0.99386,                0.99077,                0.82767,                0.63751,                0.33626,                0.81977,              0.0090719,              0.0090719,              0.0090719
                     78,                0.71734,                0.47493,                0.84169,                0.94679,                0.97688,                0.99074,                0.83043,                0.62614,                0.33609,                0.81941,              0.0090595,              0.0090595,              0.0090595
                     79,                0.71029,                0.47051,                0.84236,                0.92752,                0.98997,                0.99064,                0.82999,                0.62819,                0.33665,                0.81941,              0.0090471,              0.0090471,              0.0090471
                     80,                0.71087,                0.46986,                 0.8383,                0.92509,                 0.9846,                0.99026,                0.83375,                0.62534,                 0.3332,                0.81862,              0.0090347,              0.0090347,              0.0090347
                     81,                0.70804,                0.46213,                0.84265,                0.95455,                0.97388,                 0.9893,                 0.8328,                0.62181,                0.32897,                0.81829,              0.0090224,              0.0090224,              0.0090224
                     82,                0.70281,                0.46375,                0.83762,                0.96318,                0.97697,                0.99037,                0.82652,                0.62517,                0.32981,                0.81756,                0.00901,                0.00901,                0.00901
                     83,                0.70737,                0.46139,                0.83913,                0.96145,                0.97542,                0.99043,                0.83055,                0.62577,                0.33117,                0.81891,              0.0089976,              0.0089976,              0.0089976
                     84,                0.70675,                0.46088,                0.84312,                0.95503,                0.97696,                0.98976,                0.83254,                 0.6183,                0.32988,                0.81718,              0.0089853,              0.0089853,              0.0089853
                     85,                0.70276,                0.45707,                0.83693,                 0.9248,                0.97537,                0.98927,                0.83992,                0.61738,                0.32618,                0.81703,              0.0089729,              0.0089729,              0.0089729
                     86,                0.70754,                0.45764,                 0.8398,                 0.9673,                0.97499,                0.99063,                0.83263,                0.61482,                0.32234,                0.81712,              0.0089605,              0.0089605,              0.0089605
                     87,                0.70797,                0.45488,                0.83805,                0.95986,                0.97463,                0.99018,                0.83375,                0.61697,                0.32242,                0.81657,              0.0089481,              0.0089481,              0.0089481
                     88,                0.69394,                0.44786,                0.83469,                0.94453,                0.98935,                0.98997,                0.83527,                0.61213,                 0.3228,                0.81534,              0.0089358,              0.0089358,              0.0089358
                     89,                0.70757,                0.45092,                0.83958,                0.94427,                0.99423,                0.99068,                0.83569,                0.61451,                0.31897,                0.81648,              0.0089234,              0.0089234,              0.0089234
                     90,                0.70579,                0.46151,                0.83736,                0.95286,                0.98416,                0.99074,                0.84043,                  0.613,                0.31986,                0.81622,               0.008911,               0.008911,               0.008911
                     91,                0.69522,                0.45153,                0.83859,                0.96798,                0.97921,                0.99102,                0.84098,                 0.6058,                0.31932,                0.81518,              0.0088986,              0.0088986,              0.0088986
                     92,                0.69789,                0.45033,                0.83809,                0.92084,                0.98049,                 0.9891,                0.83983,                0.60425,                 0.3185,                0.81466,              0.0088863,              0.0088863,              0.0088863
                     93,                0.69826,                0.45372,                0.84132,                0.96968,                0.97543,                0.99039,                0.83662,                0.60806,                0.31914,                0.81494,              0.0088739,              0.0088739,              0.0088739
                     94,                0.69978,                0.44833,                0.84318,                0.96167,                0.98552,                0.98956,                0.83659,                0.59656,                0.31462,                0.81351,              0.0088615,              0.0088615,              0.0088615
                     95,                0.69306,                0.44367,                0.83823,                0.96913,                0.97134,                0.99131,                0.83809,                0.60481,                0.31377,                0.81435,              0.0088491,              0.0088491,              0.0088491
                     96,                0.69096,                0.44334,                0.83694,                0.96829,                0.97048,                0.99162,                0.84498,                0.60363,                0.31309,                0.81408,              0.0088368,              0.0088368,              0.0088368
                     97,                0.69807,                0.44646,                0.83859,                0.96887,                0.97991,                0.99091,                0.84136,                0.59609,                0.31087,                0.81303,              0.0088244,              0.0088244,              0.0088244
                     98,                0.68625,                0.44183,                 0.8379,                0.96894,                0.97901,                0.99233,                 0.8461,                0.59188,                0.30807,                0.81222,               0.008812,               0.008812,               0.008812
                     99,                0.69885,                0.44665,                0.84014,                0.96732,                0.98247,                0.99256,                0.84502,                0.59521,                0.31064,                 0.8133,              0.0087996,              0.0087996,              0.0087996
                    100,                0.68943,                0.43689,                0.83483,                0.96076,                0.98883,                0.99192,                0.84314,                0.59447,                 0.3083,                0.81247,              0.0087872,              0.0087872,              0.0087872
                    101,                0.68704,                 0.4415,                0.83782,                0.97525,                0.97834,                0.99213,                0.84765,                0.59626,                0.30802,                0.81284,              0.0087749,              0.0087749,              0.0087749
                    102,                0.69212,                0.44968,                0.83912,                0.97222,                0.97832,                0.99224,                0.84577,                0.58941,                 0.3051,                 0.8118,              0.0087625,              0.0087625,              0.0087625
                    103,                0.69578,                0.44066,                0.83706,                0.97114,                0.98222,                0.99276,                0.84773,                 0.5874,                0.30392,                0.81155,              0.0087501,              0.0087501,              0.0087501
                    104,                0.67689,                0.43166,                0.83282,                0.97071,                0.98102,                0.99195,                0.84651,                0.58902,                 0.3038,                0.81151,              0.0087378,              0.0087378,              0.0087378
                    105,                0.67909,                0.43083,                0.83424,                0.97632,                 0.9779,                0.99258,                0.84657,                0.58813,                0.30125,                0.81122,              0.0087254,              0.0087254,              0.0087254
                    106,                0.68036,                0.43121,                0.83273,                0.97219,                0.97942,                0.99247,                0.84823,                0.58867,                 0.3013,                0.81142,               0.008713,               0.008713,               0.008713
                    107,                 0.6808,                0.43223,                0.83474,                0.96342,                 0.9809,                0.99261,                0.84576,                 0.5867,                 0.3013,                0.81067,              0.0087006,              0.0087006,              0.0087006
                    108,                0.67584,                0.43039,                0.83447,                0.96947,                0.98445,                0.99223,                0.85059,                0.58662,                0.30022,                 0.8111,              0.0086882,              0.0086882,              0.0086882
                    109,                0.68415,                0.42962,                 0.8354,                 0.9724,                 0.9841,                0.99231,                0.84578,                0.58141,                0.29607,                0.81059,              0.0086759,              0.0086759,              0.0086759
                    110,                0.67096,                0.42789,                0.83386,                 0.9616,                 0.9799,                 0.9925,                0.84757,                0.58262,                0.29829,                 0.8104,              0.0086635,              0.0086635,              0.0086635
                    111,                0.66881,                0.42034,                0.83364,                0.96216,                0.98423,                0.99263,                 0.8478,                0.57873,                0.29802,                0.80994,              0.0086511,              0.0086511,              0.0086511
                    112,                0.66892,                0.41819,                0.83488,                0.96225,                0.98602,                0.99301,                0.84612,                0.58181,                0.29654,                0.81011,              0.0086388,              0.0086388,              0.0086388
                    113,                0.67149,                0.42295,                0.83419,                0.95993,                0.98401,                0.99238,                0.84715,                0.57884,                0.29634,                0.80963,              0.0086264,              0.0086264,              0.0086264
                    114,                 0.6741,                0.42077,                0.83087,                0.96951,                0.98191,                0.99282,                0.84709,                0.57916,                0.29756,                0.80947,               0.008614,               0.008614,               0.008614
                    115,                0.65913,                0.42363,                0.83258,                0.97126,                0.98149,                0.99212,                0.84743,                0.57782,                0.29489,                0.80921,              0.0086016,              0.0086016,              0.0086016
                    116,                0.67207,                0.42852,                0.83295,                 0.9718,                0.97814,                0.99228,                0.84947,                0.57237,                0.29476,                0.80828,              0.0085893,              0.0085893,              0.0085893
                    117,                0.66723,                0.42168,                0.83327,                0.97003,                 0.9839,                0.99255,                0.85055,                  0.574,                0.29283,                0.80845,              0.0085769,              0.0085769,              0.0085769
                    118,                0.66515,                0.41996,                0.83139,                0.97087,                  0.982,                0.99249,                0.84913,                0.57415,                0.29231,                 0.8085,              0.0085645,              0.0085645,              0.0085645
                    119,                0.66689,                0.42164,                0.83521,                0.96866,                0.98325,                0.99258,                 0.8509,                  0.573,                0.29267,                0.80829,              0.0085521,              0.0085521,              0.0085521
                    120,                0.66587,                0.42503,                0.82858,                0.97226,                0.98523,                0.99309,                0.85588,                0.57193,                0.29123,                0.80806,              0.0085398,              0.0085398,              0.0085398
                    121,                0.66041,                0.41029,                0.83123,                0.97265,                 0.9868,                0.99322,                0.85342,                0.57326,                0.29307,                0.80796,              0.0085274,              0.0085274,              0.0085274
                    122,                0.66291,                0.41866,                0.83076,                0.97297,                0.98593,                0.99272,                 0.8513,                0.57371,                0.29034,                0.80792,               0.008515,               0.008515,               0.008515
                    123,                0.65603,                0.41061,                0.83151,                0.97136,                0.98299,                0.99307,                0.85234,                0.57233,                0.28924,                0.80825,              0.0085026,              0.0085026,              0.0085026
                    124,                0.66203,                0.41679,                0.82904,                 0.9782,                0.98216,                0.99309,                0.85451,                0.57075,                0.28877,                0.80808,              0.0084903,              0.0084903,              0.0084903
                    125,                0.65047,                0.40881,                0.82663,                0.97558,                0.97628,                0.99307,                 0.8523,                 0.5695,                0.28889,                0.80801,              0.0084779,              0.0084779,              0.0084779
                    126,                0.66354,                0.41168,                 0.8329,                0.96632,                0.98497,                0.99331,                0.85348,                 0.5705,                0.28802,                0.80796,              0.0084655,              0.0084655,              0.0084655
                    127,                0.66284,                0.41735,                0.83241,                0.97449,                0.97928,                 0.9933,                0.85309,                0.56884,                 0.2876,                0.80747,              0.0084531,              0.0084531,              0.0084531
                    128,                0.66014,                0.40989,                0.83068,                0.97239,                0.98091,                0.99322,                0.85493,                0.56775,                0.28786,                0.80716,              0.0084408,              0.0084408,              0.0084408
                    129,                0.65804,                0.40871,                0.82827,                0.97549,                0.98196,                0.99324,                0.85686,                0.56744,                0.28678,                0.80717,              0.0084284,              0.0084284,              0.0084284
                    130,                0.64755,                0.40491,                0.82818,                0.97308,                0.98632,                0.99325,                0.86092,                0.56577,                0.28593,                0.80651,               0.008416,               0.008416,               0.008416
                    131,                0.65687,                0.41366,                 0.8338,                0.96549,                0.99184,                0.99316,                0.85613,                0.56439,                 0.2849,                0.80659,              0.0084036,              0.0084036,              0.0084036
                    132,                0.66061,                0.41607,                 0.8327,                0.97394,                0.98599,                 0.9932,                0.85753,                0.56158,                 0.2837,                0.80615,              0.0083913,              0.0083913,              0.0083913
                    133,                0.65301,                0.40643,                0.82812,                0.97563,                0.98487,                0.99278,                0.85816,                0.56105,                0.28309,                0.80617,              0.0083789,              0.0083789,              0.0083789
                    134,                0.64928,                0.41059,                0.83116,                0.97484,                0.98649,                0.99321,                 0.8589,                0.56093,                 0.2833,                0.80598,              0.0083665,              0.0083665,              0.0083665
                    135,                0.64833,                0.40076,                0.83436,                 0.9758,                 0.9858,                0.99307,                0.86078,                0.56046,                0.28208,                0.80585,              0.0083541,              0.0083541,              0.0083541
                    136,                0.64531,                0.40557,                0.83281,                0.97679,                0.98557,                0.99309,                0.86074,                0.56089,                0.28188,                0.80589,              0.0083418,              0.0083418,              0.0083418
                    137,                0.64815,                0.40258,                 0.8262,                 0.9751,                0.98806,                0.99315,                0.85939,                0.55812,                0.28094,                0.80515,              0.0083294,              0.0083294,              0.0083294
                    138,                 0.6465,                0.40588,                0.83051,                0.97567,                 0.9857,                 0.9933,                0.85762,                0.55742,                0.28104,                0.80505,               0.008317,               0.008317,               0.008317
                    139,                0.65061,                 0.4004,                0.82666,                  0.975,                 0.9833,                0.99323,                 0.8548,                0.55869,                 0.2808,                0.80552,              0.0083046,              0.0083046,              0.0083046
                    140,                0.64436,                0.39927,                0.83068,                0.97649,                0.98599,                0.99316,                0.85941,                0.55618,                0.28005,                 0.8053,              0.0082922,              0.0082922,              0.0082922
                    141,                0.64312,                0.39999,                0.82847,                0.97505,                0.98554,                0.99287,                0.86047,                0.55362,                0.27886,                0.80497,              0.0082799,              0.0082799,              0.0082799
                    142,                0.64785,                0.40073,                 0.8287,                0.97385,                0.98697,                0.99316,                0.86118,                0.55207,                0.27757,                0.80452,              0.0082675,              0.0082675,              0.0082675
                    143,                0.64302,                0.39714,                0.82771,                0.96964,                0.98556,                0.99323,                0.85998,                0.55168,                0.27766,                0.80444,              0.0082551,              0.0082551,              0.0082551
                    144,                0.64832,                0.40178,                 0.8294,                0.97241,                0.98158,                0.99311,                0.86098,                0.55138,                0.27822,                0.80415,              0.0082428,              0.0082428,              0.0082428
                    145,                0.63235,                0.39879,                 0.8259,                0.97294,                 0.9838,                0.99308,                0.86004,                0.54956,                0.27653,                0.80392,              0.0082304,              0.0082304,              0.0082304
                    146,                0.63685,                0.39656,                0.82801,                0.97243,                0.98604,                0.99301,                0.85889,                0.54966,                  0.276,                 0.8039,               0.008218,               0.008218,               0.008218
                    147,                0.64109,                0.39849,                0.82471,                0.97271,                0.98443,                0.99316,                0.86071,                0.54854,                0.27556,                0.80365,              0.0082056,              0.0082056,              0.0082056
                    148,                 0.6412,                0.39312,                0.82847,                0.97488,                 0.9815,                0.99323,                0.86303,                0.54706,                0.27641,                0.80343,              0.0081932,              0.0081932,              0.0081932
                    149,                0.64058,                0.39546,                0.83037,                0.97644,                0.98153,                 0.9936,                0.86202,                 0.5461,                0.27553,                0.80332,              0.0081809,              0.0081809,              0.0081809
                    150,                0.63341,                0.39135,                0.82609,                0.97389,                0.98579,                0.99369,                0.85988,                0.54658,                0.27477,                0.80337,              0.0081685,              0.0081685,              0.0081685
                    151,                0.64293,                0.40018,                0.82584,                0.97274,                0.98744,                0.99374,                0.85954,                0.54435,                0.27423,                0.80318,              0.0081561,              0.0081561,              0.0081561
                    152,                0.62783,                0.39191,                0.82463,                0.97452,                 0.9885,                0.99381,                0.86195,                0.54451,                0.27362,                0.80306,              0.0081437,              0.0081437,              0.0081437
                    153,                0.63619,                0.38889,                0.82749,                0.97452,                0.98933,                0.99383,                0.86427,                0.54374,                0.27358,                0.80295,              0.0081314,              0.0081314,              0.0081314
                    154,                0.63969,                0.39408,                0.82673,                0.97457,                0.98936,                0.99387,                0.86479,                0.54376,                0.27352,                0.80286,               0.008119,               0.008119,               0.008119
                    155,                0.62884,                0.39046,                0.82158,                0.97446,                0.98827,                0.99378,                0.86469,                0.54368,                0.27353,                0.80261,              0.0081066,              0.0081066,              0.0081066
                    156,                0.63901,                0.39661,                0.82683,                0.97445,                0.98828,                0.99382,                0.86569,                0.54217,                0.27278,                0.80239,              0.0080942,              0.0080942,              0.0080942
                    157,                0.62854,                0.38408,                0.82642,                0.97506,                0.98836,                 0.9936,                0.86567,                0.54216,                0.27255,                0.80229,              0.0080819,              0.0080819,              0.0080819
                    158,                0.62958,                0.38592,                0.82215,                0.97374,                0.98751,                0.99374,                0.86639,                0.54217,                0.27246,                0.80217,              0.0080695,              0.0080695,              0.0080695
                    159,                0.63737,                0.39226,                0.82634,                0.97438,                0.98534,                0.99357,                0.86597,                0.54317,                0.27258,                0.80232,              0.0080571,              0.0080571,              0.0080571
