                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    160,                0.63041,                0.38854,                0.82338,                0.97392,                0.98647,                0.99363,                0.86598,                 0.5426,                0.27242,                 0.8022,              0.0080447,              0.0080447,              0.0080447
                    161,                0.62845,                0.38258,                0.82461,                0.97422,                0.98891,                0.99375,                0.86688,                 0.5418,                0.27195,                0.80218,              0.0080324,              0.0080324,              0.0080324
                    162,                0.63036,                0.38564,                0.82513,                0.97474,                0.98898,                0.99369,                0.86762,                0.54082,                 0.2719,                0.80209,                0.00802,                0.00802,                0.00802
                    163,                0.62685,                0.38205,                0.82328,                0.97516,                 0.9893,                0.99369,                0.86833,                0.54003,                0.27137,                0.80201,              0.0080076,              0.0080076,              0.0080076
                    164,                0.62676,                0.37975,                0.82404,                0.97489,                0.98992,                 0.9937,                0.86801,                0.53931,                0.27066,                0.80195,              0.0079953,              0.0079953,              0.0079953
                    165,                0.62362,                0.37834,                0.82259,                0.97384,                0.98933,                0.99365,                0.86718,                0.53982,                0.27059,                0.80197,              0.0079829,              0.0079829,              0.0079829
                    166,                0.62274,                 0.3789,                0.82715,                0.97365,                0.98859,                0.99365,                0.86701,                0.54014,                0.26996,                0.80205,              0.0079705,              0.0079705,              0.0079705
                    167,                0.63293,                0.38679,                0.82568,                 0.9741,                0.98939,                0.99366,                0.86816,                0.53883,                0.26856,                0.80183,              0.0079581,              0.0079581,              0.0079581
                    168,                0.62226,                0.37875,                0.82659,                0.97422,                0.98962,                0.99369,                0.86835,                0.53714,                0.26786,                 0.8017,              0.0079457,              0.0079457,              0.0079457
                    169,                0.62378,                0.38203,                0.82712,                0.97433,                0.98964,                 0.9937,                0.86833,                0.53621,                 0.2674,                0.80152,              0.0079334,              0.0079334,              0.0079334
                    170,                0.62433,                0.38045,                0.82316,                0.97576,                0.98888,                0.99371,                0.86746,                0.53567,                0.26687,                0.80137,               0.007921,               0.007921,               0.007921
                    171,                0.62119,                0.37611,                 0.8252,                0.97488,                0.98683,                0.99363,                0.86781,                0.53464,                0.26647,                0.80119,              0.0079086,              0.0079086,              0.0079086
                    172,                0.61758,                0.38185,                0.82303,                0.97412,                0.98883,                 0.9937,                0.86997,                0.53475,                 0.2666,                0.80109,              0.0078963,              0.0078963,              0.0078963
                    173,                0.61278,                0.37425,                0.81769,                0.97453,                0.98768,                0.99375,                0.86752,                0.53371,                0.26623,                0.80084,              0.0078839,              0.0078839,              0.0078839
                    174,                0.62035,                0.37408,                0.82545,                0.97417,                0.98741,                0.99368,                0.86826,                0.53306,                0.26575,                0.80074,              0.0078715,              0.0078715,              0.0078715
                    175,                0.62231,                0.38553,                0.82434,                0.97541,                0.98707,                0.99368,                0.86895,                0.53208,                0.26563,                0.80065,              0.0078591,              0.0078591,              0.0078591
                    176,                0.61803,                0.38305,                0.82417,                0.97591,                0.98612,                0.99372,                0.87022,                0.53153,                0.26538,                0.80054,              0.0078467,              0.0078467,              0.0078467
                    177,                0.62002,                0.38258,                0.82913,                0.97531,                0.98571,                0.99372,                0.87128,                0.53084,                0.26499,                0.80042,              0.0078344,              0.0078344,              0.0078344
                    178,                0.62196,                0.38527,                  0.824,                0.97545,                0.98576,                0.99368,                0.87174,                0.53064,                0.26501,                0.80036,               0.007822,               0.007822,               0.007822
                    179,                0.62624,                 0.3811,                0.82152,                0.97552,                0.98718,                0.99361,                0.87197,                0.52994,                0.26432,                0.80031,              0.0078096,              0.0078096,              0.0078096
                    180,                0.61807,                0.37243,                0.82273,                 0.9756,                0.98747,                0.99384,                0.87293,                0.52949,                0.26471,                0.80033,              0.0077973,              0.0077973,              0.0077973
                    181,                0.61904,                0.37387,                0.82191,                0.97591,                0.98728,                0.99382,                0.87408,                0.52901,                0.26453,                0.80016,              0.0077849,              0.0077849,              0.0077849
                    182,                0.61362,                 0.3783,                0.82448,                0.97692,                0.98815,                 0.9938,                0.87153,                0.52959,                0.26469,                0.80018,              0.0077725,              0.0077725,              0.0077725
                    183,                0.62212,                0.37036,                0.82757,                0.97744,                0.98832,                0.99373,                 0.8711,                0.52958,                0.26429,                0.80011,              0.0077601,              0.0077601,              0.0077601
                    184,                0.61542,                0.36799,                0.82255,                0.97771,                0.98845,                0.99369,                0.87038,                0.52944,                0.26422,                0.80009,              0.0077478,              0.0077478,              0.0077478
                    185,                 0.6202,                0.38252,                0.82399,                0.97802,                0.98822,                0.99374,                0.87055,                0.52872,                 0.2639,                0.79998,              0.0077354,              0.0077354,              0.0077354
                    186,                0.62128,                0.37889,                0.82343,                0.97755,                0.98917,                0.99377,                0.87029,                0.52822,                0.26316,                0.79996,               0.007723,               0.007723,               0.007723
                    187,                0.61172,                0.37744,                0.82171,                0.97718,                0.98963,                0.99355,                0.87046,                0.52746,                0.26256,                0.79987,              0.0077106,              0.0077106,              0.0077106
                    188,                0.60745,                0.37381,                 0.8222,                0.97768,                0.98881,                 0.9938,                 0.8705,                0.52702,                0.26221,                0.79973,              0.0076983,              0.0076983,              0.0076983
                    189,                0.61144,                 0.3718,                0.81975,                0.97776,                0.98873,                0.99361,                0.87051,                0.52642,                0.26196,                0.79959,              0.0076859,              0.0076859,              0.0076859
                    190,                0.61098,                0.37345,                0.82178,                0.97765,                  0.989,                0.99362,                0.87078,                 0.5264,                0.26166,                0.79957,              0.0076735,              0.0076735,              0.0076735
                    191,                0.60894,                0.37244,                0.81941,                0.97793,                0.98944,                0.99365,                0.87131,                0.52549,                0.26157,                0.79941,              0.0076611,              0.0076611,              0.0076611
                    192,                0.61044,                0.37047,                0.82069,                0.97771,                0.98947,                0.99365,                0.87093,                0.52504,                0.26151,                0.79927,              0.0076488,              0.0076488,              0.0076488
                    193,                  0.611,                0.36786,                 0.8192,                0.97794,                0.98928,                0.99366,                0.87133,                0.52384,                0.26125,                0.79916,              0.0076364,              0.0076364,              0.0076364
                    194,                0.60575,                0.36738,                0.81893,                0.97749,                0.98983,                 0.9936,                0.87237,                0.52365,                0.26105,                 0.7991,               0.007624,               0.007624,               0.007624
                    195,                 0.6072,                0.36704,                0.81998,                0.97725,                 0.9898,                0.99364,                0.87158,                0.52323,                 0.2609,                0.79906,              0.0076116,              0.0076116,              0.0076116
                    196,                0.60665,                0.37022,                0.82353,                0.97692,                0.99003,                0.99367,                0.87255,                0.52288,                0.26044,                0.79896,              0.0075993,              0.0075993,              0.0075993
                    197,                0.60302,                0.36277,                0.82084,                 0.9773,                0.98992,                0.99371,                0.87227,                0.52269,                0.26027,                0.79898,              0.0075869,              0.0075869,              0.0075869
                    198,                0.61209,                0.36473,                 0.8208,                0.97725,                 0.9902,                0.99373,                0.87315,                0.52221,                0.25995,                0.79887,              0.0075745,              0.0075745,              0.0075745
                    199,                0.60457,                 0.3655,                 0.8209,                0.97726,                0.98971,                0.99392,                0.87317,                0.52181,                0.25965,                0.79876,              0.0075621,              0.0075621,              0.0075621
                    200,                 0.6038,                0.36481,                 0.8205,                0.97743,                0.99013,                0.99395,                0.87329,                 0.5215,                0.25958,                0.79872,              0.0075498,              0.0075498,              0.0075498
                    201,                0.60606,                   0.37,                0.82225,                0.97747,                0.98994,                0.99391,                0.87328,                0.52098,                0.25939,                0.79867,              0.0075374,              0.0075374,              0.0075374
                    202,                0.60237,                0.36441,                0.81964,                0.97835,                 0.9899,                0.99376,                0.87349,                0.52047,                0.25873,                 0.7986,               0.007525,               0.007525,               0.007525
                    203,                0.60451,                0.36831,                0.81828,                0.97867,                0.98983,                0.99375,                0.87321,                0.52037,                0.25853,                0.79854,              0.0075126,              0.0075126,              0.0075126
                    204,                0.61041,                0.37086,                0.82489,                0.97884,                0.98976,                0.99372,                0.87417,                0.51987,                0.25865,                0.79841,              0.0075003,              0.0075003,              0.0075003
                    205,                 0.6072,                0.36753,                0.81851,                0.97844,                0.98926,                 0.9937,                0.87456,                0.51951,                0.25857,                0.79834,              0.0074879,              0.0074879,              0.0074879
                    206,                0.59754,                0.35821,                0.81798,                0.97871,                0.98879,                0.99373,                0.87377,                0.51879,                0.25822,                0.79831,              0.0074755,              0.0074755,              0.0074755
                    207,                0.60125,                 0.3681,                0.81772,                0.97898,                 0.9891,                0.99373,                0.87461,                 0.5181,                0.25796,                0.79822,              0.0074631,              0.0074631,              0.0074631
                    208,                 0.6021,                0.36793,                0.82195,                0.97901,                 0.9887,                0.99374,                0.87464,                0.51807,                0.25786,                0.79819,              0.0074507,              0.0074507,              0.0074507
                    209,                0.60198,                0.36746,                0.81958,                0.97871,                 0.9889,                0.99375,                0.87497,                0.51768,                0.25785,                0.79812,              0.0074384,              0.0074384,              0.0074384
                    210,                0.60243,                 0.3642,                0.82238,                0.97866,                0.98856,                0.99375,                0.87559,                0.51704,                0.25725,                0.79803,               0.007426,               0.007426,               0.007426
                    211,                0.60106,                0.36309,                0.82203,                0.97848,                0.98868,                0.99372,                0.87482,                0.51669,                0.25693,                0.79799,              0.0074136,              0.0074136,              0.0074136
                    212,                0.60475,                0.36858,                0.81857,                 0.9792,                0.98836,                0.99374,                0.87491,                0.51641,                0.25705,                0.79791,              0.0074013,              0.0074013,              0.0074013
                    213,                0.59324,                0.36095,                0.81939,                0.97914,                0.98842,                0.99371,                0.87511,                0.51627,                0.25711,                0.79787,              0.0073889,              0.0073889,              0.0073889
                    214,                0.59803,                0.35236,                0.81722,                0.97919,                0.98875,                0.99374,                0.87562,                0.51594,                 0.2568,                0.79783,              0.0073765,              0.0073765,              0.0073765
                    215,                0.59951,                0.35621,                0.81803,                0.97945,                0.98864,                0.99368,                0.87491,                0.51596,                0.25675,                0.79775,              0.0073641,              0.0073641,              0.0073641
                    216,                0.59881,                0.36583,                0.81724,                0.97949,                 0.9889,                0.99394,                0.87518,                0.51589,                0.25663,                0.79773,              0.0073517,              0.0073517,              0.0073517
                    217,                0.59331,                0.35595,                 0.8199,                0.97942,                0.98857,                 0.9937,                0.87528,                0.51595,                0.25671,                0.79769,              0.0073394,              0.0073394,              0.0073394
                    218,                 0.5949,                0.35833,                0.81978,                0.97941,                0.98877,                0.99371,                0.87517,                0.51548,                0.25666,                0.79763,               0.007327,               0.007327,               0.007327
                    219,                 0.5897,                0.35787,                0.81976,                0.97939,                0.98885,                 0.9937,                0.87516,                0.51533,                0.25628,                0.79757,              0.0073146,              0.0073146,              0.0073146
                    220,                 0.5946,                0.35691,                0.82062,                 0.9795,                0.98882,                 0.9937,                0.87541,                0.51495,                0.25631,                0.79754,              0.0073023,              0.0073023,              0.0073023
                    221,                0.59736,                0.36135,                0.82097,                0.98014,                 0.9888,                0.99373,                 0.8759,                0.51483,                0.25628,                0.79752,              0.0072899,              0.0072899,              0.0072899
                    222,                0.59234,                0.35578,                0.82116,                0.98009,                0.98873,                0.99373,                0.87632,                0.51444,                0.25611,                 0.7975,              0.0072775,              0.0072775,              0.0072775
                    223,                0.59767,                0.36245,                0.81909,                 0.9799,                0.98879,                0.99374,                0.87614,                0.51443,                0.25613,                0.79748,              0.0072651,              0.0072651,              0.0072651
                    224,                0.59297,                0.35394,                0.82116,                 0.9799,                0.98875,                0.99372,                0.87621,                0.51424,                 0.2562,                0.79741,              0.0072527,              0.0072527,              0.0072527
                    225,                0.60612,                0.36656,                0.81956,                0.97992,                0.98878,                0.99376,                0.87458,                 0.5143,                0.25598,                0.79741,              0.0072404,              0.0072404,              0.0072404
                    226,                0.58678,                0.35243,                 0.8159,                0.97914,                0.98893,                 0.9937,                0.87612,                0.51386,                0.25579,                0.79739,               0.007228,               0.007228,               0.007228
                    227,                0.58995,                0.35848,                0.81703,                0.97929,                0.98911,                0.99373,                0.87585,                0.51374,                0.25561,                0.79736,              0.0072156,              0.0072156,              0.0072156
                    228,                0.59956,                0.35957,                 0.8198,                0.97919,                0.98905,                0.99374,                0.87647,                0.51344,                0.25564,                0.79736,              0.0072033,              0.0072033,              0.0072033
                    229,                0.59691,                0.35437,                 0.8188,                0.97915,                0.98916,                0.99368,                0.87585,                0.51327,                0.25549,                0.79728,              0.0071909,              0.0071909,              0.0071909
                    230,                0.59246,                 0.3594,                0.81942,                0.97931,                 0.9891,                0.99375,                0.87608,                0.51331,                0.25517,                0.79729,              0.0071785,              0.0071785,              0.0071785
                    231,                0.59692,                 0.3577,                0.81747,                0.97909,                0.98908,                0.99372,                0.87567,                 0.5132,                0.25524,                0.79722,              0.0071661,              0.0071661,              0.0071661
                    232,                 0.5822,                0.34807,                0.81912,                0.97918,                0.98906,                 0.9937,                0.87535,                0.51313,                 0.2556,                0.79717,              0.0071538,              0.0071538,              0.0071538
                    233,                0.59322,                0.35607,                0.81736,                0.97904,                0.98908,                 0.9937,                0.87502,                0.51277,                0.25516,                0.79714,              0.0071414,              0.0071414,              0.0071414
                    234,                  0.582,                0.34891,                0.81661,                0.97912,                0.98907,                0.99369,                0.87506,                0.51251,                0.25516,                 0.7971,               0.007129,               0.007129,               0.007129
                    235,                0.58961,                0.35365,                0.81722,                0.97928,                0.98911,                0.99369,                0.87542,                0.51237,                0.25502,                0.79705,              0.0071166,              0.0071166,              0.0071166
                    236,                0.57951,                0.34619,                0.81731,                0.97918,                0.98903,                 0.9937,                0.87665,                 0.5121,                0.25495,                0.79703,              0.0071042,              0.0071042,              0.0071042
                    237,                0.58829,                0.35391,                0.81808,                0.97914,                0.98916,                0.99367,                0.87756,                 0.5119,                0.25477,                0.79702,              0.0070919,              0.0070919,              0.0070919
                    238,                0.58706,                0.35539,                0.81799,                0.97916,                0.98922,                0.99367,                0.87653,                 0.5115,                0.25492,                0.79699,              0.0070795,              0.0070795,              0.0070795
                    239,                0.58371,                0.35535,                0.81923,                0.97901,                0.98928,                0.99366,                0.87619,                0.51136,                0.25461,                0.79696,              0.0070671,              0.0070671,              0.0070671
                    240,                0.58754,                0.35495,                0.81979,                0.97899,                0.98932,                0.99364,                0.87679,                0.51117,                 0.2546,                0.79694,              0.0070547,              0.0070547,              0.0070547
                    241,                0.58488,                0.34679,                 0.8181,                0.97889,                0.98933,                0.99363,                0.87826,                0.51104,                0.25432,                0.79689,              0.0070424,              0.0070424,              0.0070424
                    242,                0.59126,                0.35517,                0.81423,                  0.979,                0.98946,                0.99365,                0.87749,                0.51068,                0.25394,                0.79685,                0.00703,                0.00703,                0.00703
                    243,                 0.5854,                0.34962,                0.81792,                  0.979,                0.98944,                0.99363,                0.87953,                0.51027,                0.25382,                0.79681,              0.0070176,              0.0070176,              0.0070176
                    244,                0.58056,                0.35028,                 0.8125,                0.97901,                0.98941,                0.99364,                0.87827,                0.51011,                0.25361,                0.79678,              0.0070053,              0.0070053,              0.0070053
                    245,                0.58653,                0.34497,                0.81969,                0.97903,                0.98937,                0.99363,                0.87887,                0.51005,                0.25361,                0.79678,              0.0069929,              0.0069929,              0.0069929
                    246,                0.58091,                0.35146,                0.81874,                0.97904,                0.98933,                0.99364,                0.87921,                0.51003,                0.25359,                0.79674,              0.0069805,              0.0069805,              0.0069805
                    247,                0.57842,                0.34822,                0.81483,                0.97904,                0.98923,                0.99364,                0.87879,                0.51008,                0.25381,                0.79671,              0.0069681,              0.0069681,              0.0069681
                    248,                0.58353,                0.34766,                0.81691,                0.97896,                0.98925,                0.99363,                0.87842,                0.51024,                0.25367,                 0.7967,              0.0069558,              0.0069558,              0.0069558
                    249,                0.57168,                0.33974,                 0.8146,                0.97899,                 0.9893,                0.99364,                0.87864,                0.51011,                0.25378,                 0.7967,              0.0069434,              0.0069434,              0.0069434
                    250,                0.58174,                0.34427,                0.81686,                  0.979,                0.98926,                0.99363,                 0.8782,                0.51016,                0.25365,                0.79667,               0.006931,               0.006931,               0.006931
                    251,                0.58075,                0.34875,                0.81671,                  0.979,                0.98885,                0.99366,                0.87877,                0.50971,                0.25348,                0.79662,              0.0069186,              0.0069186,              0.0069186
                    252,                0.57768,                0.34151,                0.81715,                0.97891,                0.98912,                0.99365,                0.87841,                0.50972,                0.25339,                0.79662,              0.0069063,              0.0069063,              0.0069063
                    253,                0.58137,                0.34635,                0.81619,                0.97886,                 0.9892,                0.99365,                0.87863,                0.50933,                0.25339,                0.79658,              0.0068939,              0.0068939,              0.0068939
                    254,                0.58507,                0.34919,                0.81602,                0.97899,                0.98942,                0.99365,                0.87834,                0.50923,                0.25342,                0.79656,              0.0068815,              0.0068815,              0.0068815
                    255,                0.58039,                0.35071,                 0.8159,                0.97892,                0.98933,                0.99365,                 0.8777,                0.50938,                0.25302,                0.79655,              0.0068691,              0.0068691,              0.0068691
                    256,                0.57975,                0.34334,                0.81889,                0.97889,                0.98938,                0.99365,                0.87742,                0.50915,                0.25305,                0.79646,              0.0068568,              0.0068568,              0.0068568
                    257,                0.58619,                0.35556,                0.81667,                0.97881,                0.98939,                0.99364,                 0.8778,                0.50911,                0.25281,                0.79646,              0.0068444,              0.0068444,              0.0068444
                    258,                0.57801,                 0.3452,                0.81622,                0.97885,                0.98935,                0.99364,                0.87753,                0.50879,                0.25293,                 0.7964,               0.006832,               0.006832,               0.006832
                    259,                0.58203,                0.35017,                0.81727,                0.97888,                0.98932,                0.99365,                0.87771,                0.50843,                0.25293,                0.79636,              0.0068196,              0.0068196,              0.0068196
                    260,                0.57874,                 0.3444,                 0.8156,                0.97889,                0.98936,                0.99367,                0.87774,                  0.508,                 0.2527,                 0.7963,              0.0068073,              0.0068073,              0.0068073
                    261,                0.57673,                0.34559,                 0.8189,                 0.9789,                0.98933,                0.99365,                  0.878,                0.50772,                0.25262,                0.79626,              0.0067949,              0.0067949,              0.0067949
                    262,                0.57966,                0.34511,                0.81371,                0.97881,                0.98926,                0.99365,                0.87917,                0.50771,                0.25259,                0.79621,              0.0067825,              0.0067825,              0.0067825
                    263,                0.57705,                 0.3425,                0.81536,                0.97886,                0.98916,                0.99362,                 0.8795,                0.50753,                0.25242,                0.79619,              0.0067701,              0.0067701,              0.0067701
                    264,                0.57801,                 0.3497,                0.81685,                0.97877,                0.98916,                0.99363,                0.87968,                 0.5074,                0.25215,                0.79618,              0.0067577,              0.0067577,              0.0067577
                    265,                 0.5738,                0.34141,                0.81681,                0.97882,                0.98914,                0.99362,                0.88025,                 0.5074,                0.25213,                0.79616,              0.0067454,              0.0067454,              0.0067454
                    266,                0.58352,                0.33977,                0.81827,                0.97882,                0.98908,                0.99362,                0.88034,                0.50696,                0.25218,                0.79611,               0.006733,               0.006733,               0.006733
                    267,                0.57346,                0.34356,                0.81671,                0.97883,                  0.989,                0.99361,                0.87982,                0.50627,                0.25192,                0.79604,              0.0067206,              0.0067206,              0.0067206
                    268,                0.57486,                0.34378,                0.81816,                0.97883,                0.98901,                 0.9936,                0.88085,                0.50616,                0.25199,                0.79602,              0.0067082,              0.0067082,              0.0067082
                    269,                 0.5727,                0.34478,                0.81555,                0.97872,                0.98907,                 0.9936,                0.88072,                0.50608,                0.25192,                0.79597,              0.0066959,              0.0066959,              0.0066959
                    270,                0.57587,                0.34244,                0.81409,                0.97861,                0.98916,                 0.9936,                0.87967,                0.50577,                0.25181,                0.79597,              0.0066835,              0.0066835,              0.0066835
                    271,                0.58207,                0.34243,                0.81508,                0.97862,                0.98919,                0.99361,                0.88087,                0.50574,                0.25142,                0.79594,              0.0066711,              0.0066711,              0.0066711
                    272,                 0.5708,                0.33504,                0.81601,                0.97873,                0.98913,                0.99361,                0.88095,                0.50549,                 0.2515,                0.79591,              0.0066587,              0.0066587,              0.0066587
                    273,                0.58204,                0.34159,                0.81661,                0.97874,                0.98911,                0.99359,                0.88132,                0.50537,                0.25123,                0.79588,              0.0066464,              0.0066464,              0.0066464
                    274,                0.57069,                0.34176,                0.81541,                0.97873,                0.98912,                0.99357,                0.88143,                 0.5052,                0.25113,                0.79585,               0.006634,               0.006634,               0.006634
                    275,                0.57314,                0.33999,                0.81127,                0.97872,                0.98914,                0.99357,                0.88142,                0.50489,                0.25131,                0.79581,              0.0066216,              0.0066216,              0.0066216
                    276,                0.57775,                 0.3384,                0.81594,                0.97849,                0.98904,                0.99352,                0.88116,                0.50472,                0.25092,                 0.7958,              0.0066092,              0.0066092,              0.0066092
                    277,                0.57747,                0.34205,                0.81707,                0.97848,                0.98902,                0.99351,                 0.8818,                0.50443,                0.25098,                0.79575,              0.0065969,              0.0065969,              0.0065969
                    278,                0.57938,                0.33778,                0.81854,                0.97854,                0.98928,                0.99357,                0.88142,                0.50411,                0.25093,                0.79571,              0.0065845,              0.0065845,              0.0065845
                    279,                0.56999,                0.33851,                0.81671,                0.97839,                0.98918,                0.99352,                0.88174,                0.50382,                0.25073,                0.79569,              0.0065721,              0.0065721,              0.0065721
                    280,                0.56684,                0.33627,                0.81216,                0.97837,                0.98916,                0.99354,                0.88204,                0.50349,                 0.2508,                0.79564,              0.0065598,              0.0065598,              0.0065598
                    281,                0.57505,                0.34181,                0.81678,                0.97832,                 0.9892,                0.99356,                0.88231,                0.50322,                0.25067,                 0.7956,              0.0065474,              0.0065474,              0.0065474
                    282,                0.57551,                0.33949,                0.81815,                0.97845,                0.98934,                0.99362,                0.88215,                0.50273,                 0.2502,                0.79556,               0.006535,               0.006535,               0.006535
                    283,                0.56968,                0.33683,                0.81315,                0.97858,                0.98935,                0.99363,                0.88267,                0.50234,                0.25036,                 0.7955,              0.0065226,              0.0065226,              0.0065226
                    284,                0.56055,                0.33624,                0.81191,                0.97845,                 0.9894,                0.99361,                 0.8825,                0.50217,                0.24988,                0.79543,              0.0065102,              0.0065102,              0.0065102
                    285,                0.57003,                 0.3358,                0.81502,                0.97846,                0.98942,                0.99363,                0.88275,                  0.502,                0.25006,                0.79543,              0.0064979,              0.0064979,              0.0064979
                    286,                0.56952,                0.33701,                0.81152,                0.97857,                0.98939,                0.99361,                0.88312,                 0.5019,                0.24997,                0.79542,              0.0064855,              0.0064855,              0.0064855
                    287,                0.57482,                 0.3424,                0.81501,                0.97856,                 0.9894,                0.99364,                0.88311,                0.50162,                0.25017,                0.79533,              0.0064731,              0.0064731,              0.0064731
                    288,                0.56413,                0.33488,                0.81336,                0.97854,                0.98943,                0.99361,                0.88308,                0.50164,                0.24986,                0.79532,              0.0064608,              0.0064608,              0.0064608
                    289,                0.56595,                0.33261,                0.81229,                0.97842,                 0.9893,                0.99358,                 0.8832,                0.50137,                0.24991,                0.79526,              0.0064484,              0.0064484,              0.0064484
                    290,                0.56991,                 0.3355,                0.81851,                0.97858,                0.98947,                0.99362,                0.88278,                0.50124,                0.25003,                0.79522,               0.006436,               0.006436,               0.006436
                    291,                0.56591,                0.33921,                0.81515,                0.97847,                0.98957,                0.99365,                0.88299,                 0.5009,                0.24997,                0.79519,              0.0064236,              0.0064236,              0.0064236
                    292,                 0.5663,                0.33577,                0.81588,                0.97844,                0.98936,                0.99359,                0.88312,                 0.5008,                0.24976,                0.79519,              0.0064112,              0.0064112,              0.0064112
                    293,                0.56183,                   0.33,                0.81567,                0.97864,                0.98954,                0.99365,                0.88301,                0.50083,                0.24987,                0.79518,              0.0063989,              0.0063989,              0.0063989
                    294,                0.56356,                0.33492,                0.81572,                0.97853,                0.98963,                0.99366,                0.88282,                0.50063,                0.24979,                0.79515,              0.0063865,              0.0063865,              0.0063865
                    295,                0.55218,                0.31689,                0.81176,                0.97852,                0.98947,                0.99364,                0.88258,                0.50071,                0.24985,                0.79514,              0.0063865,              0.0063865,              0.0063865
                    296,                 0.5645,                0.33147,                0.81721,                0.97872,                0.98967,                 0.9937,                0.88331,                0.50062,                0.24987,                0.79513,              0.0063618,              0.0063618,              0.0063618
                    297,                0.56589,                0.33777,                0.81597,                0.97861,                0.98952,                0.99363,                0.88324,                0.50075,                 0.2498,                0.79512,              0.0063494,              0.0063494,              0.0063494
                    298,                0.56917,                 0.3352,                0.81816,                0.97861,                0.98955,                0.99362,                0.88295,                0.50058,                0.24972,                0.79514,               0.006337,               0.006337,               0.006337
                    299,                0.57371,                0.33425,                0.81508,                0.97853,                0.98962,                0.99363,                0.88304,                0.50073,                0.24967,                0.79514,              0.0063246,              0.0063246,              0.0063246
                    300,                 0.5653,                 0.3349,                0.81458,                0.97852,                0.98965,                0.99364,                0.88329,                0.50041,                 0.2496,                0.79508,              0.0063122,              0.0063122,              0.0063122
                    301,                 0.5703,                0.33275,                  0.814,                0.97862,                0.98957,                0.99362,                0.88322,                0.50047,                0.24958,                 0.7951,              0.0062999,              0.0062999,              0.0062999
                    302,                0.57178,                0.33721,                0.81638,                0.97863,                0.98962,                0.99366,                0.88288,                0.50059,                0.24965,                0.79508,              0.0062875,              0.0062875,              0.0062875
                    303,                0.57699,                 0.3436,                  0.818,                0.97862,                0.98954,                0.99367,                0.88294,                0.50066,                0.24969,                0.79507,              0.0062751,              0.0062751,              0.0062751
                    304,                0.56713,                0.33365,                0.81586,                0.97872,                0.98947,                0.99368,                0.88277,                0.50056,                0.24952,                0.79507,              0.0062628,              0.0062628,              0.0062628
                    305,                0.57037,                0.33463,                0.81553,                0.97864,                0.98954,                0.99368,                0.88259,                0.50063,                0.24953,                0.79502,              0.0062504,              0.0062504,              0.0062504
                    306,                0.57413,                0.33849,                0.81184,                0.97855,                0.98955,                0.99366,                0.88352,                0.50068,                0.24919,                0.79503,               0.006238,               0.006238,               0.006238
                    307,                0.56742,                0.33408,                0.81324,                 0.9788,                0.98954,                0.99366,                0.88299,                 0.5007,                 0.2493,                0.79503,              0.0062256,              0.0062256,              0.0062256
                    308,                0.56863,                0.33627,                0.81257,                0.97867,                0.98956,                0.99366,                0.88317,                0.50061,                 0.2493,                0.79498,              0.0062132,              0.0062132,              0.0062132
                    309,                0.57205,                0.33516,                 0.8163,                0.97869,                0.98973,                0.99369,                 0.8834,                0.50084,                0.24936,                0.79499,              0.0062009,              0.0062009,              0.0062009
                    310,                0.56859,                0.33359,                0.81227,                 0.9787,                0.98981,                0.99369,                0.88343,                0.50069,                0.24932,                0.79498,              0.0061885,              0.0061885,              0.0061885
                    311,                0.56861,                0.33893,                0.81822,                0.97885,                0.98995,                0.99372,                0.88247,                0.50072,                0.24911,                0.79497,              0.0061761,              0.0061761,              0.0061761
                    312,                0.56989,                0.33755,                0.81165,                0.97884,                0.98992,                0.99372,                0.88359,                0.50057,                0.24899,                0.79496,              0.0061637,              0.0061637,              0.0061637
                    313,                0.56786,                0.33325,                0.81487,                0.97885,                0.99001,                0.99373,                0.88354,                0.50033,                0.24892,                0.79498,              0.0061514,              0.0061514,              0.0061514
                    314,                0.56802,                0.33556,                0.81437,                0.97886,                0.99005,                0.99373,                0.88404,                0.50029,                 0.2489,                0.79496,               0.006139,               0.006139,               0.006139
                    315,                0.57256,                0.33695,                0.81434,                0.97872,                 0.9899,                0.99366,                0.88318,                0.50025,                0.24869,                0.79494,              0.0061266,              0.0061266,              0.0061266
                    316,                0.56065,                0.32983,                0.81289,                0.97889,                0.99003,                0.99372,                0.88425,                0.50018,                0.24876,                 0.7949,              0.0061142,              0.0061142,              0.0061142
                    317,                0.56922,                0.34317,                0.81279,                0.97899,                0.98998,                0.99371,                0.88307,                0.49997,                0.24883,                0.79487,              0.0061019,              0.0061019,              0.0061019
                    318,                0.56786,                0.33112,                0.81311,                0.97877,                0.98993,                0.99368,                0.88438,                0.50004,                0.24855,                0.79489,              0.0060895,              0.0060895,              0.0060895
                    319,                0.56776,                0.33505,                0.81318,                0.97878,                0.98989,                0.99369,                0.88394,                0.50001,                 0.2485,                0.79485,              0.0060771,              0.0060771,              0.0060771
                    320,                0.56686,                 0.3372,                0.81625,                0.97888,                 0.9898,                0.99368,                0.88423,                0.49992,                0.24825,                0.79485,              0.0060647,              0.0060647,              0.0060647
