                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                 0.5902,                0.35714,                0.81757,                0.97899,                0.98609,                 0.9938,                0.87208,                0.52941,                0.26169,                0.79809,               0.004819,               0.004819,               0.004819
                    160,                0.58396,                0.35013,                0.81839,                0.97884,                0.98652,                0.99379,                0.87177,                0.52946,                0.26149,                0.79806,               0.004786,               0.004786,               0.004786
                    161,                0.58373,                0.35234,                  0.819,                0.97882,                0.98659,                0.99379,                0.87226,                0.52889,                0.26134,                  0.798,               0.004753,               0.004753,               0.004753
                    162,                0.58273,                 0.3569,                0.81412,                0.97909,                0.98654,                0.99381,                0.87283,                0.52907,                0.26147,                0.79795,                0.00472,                0.00472,                0.00472
                    163,                0.57906,                0.34574,                0.81481,                0.97897,                 0.9869,                0.99382,                0.87193,                0.52892,                0.26136,                0.79788,               0.004687,               0.004687,               0.004687
                    164,                 0.5814,                0.35313,                0.81292,                0.97927,                0.98694,                 0.9938,                0.87127,                0.52859,                0.26123,                0.79781,               0.004654,               0.004654,               0.004654
                    165,                0.58149,                0.34963,                0.81406,                0.97963,                0.98677,                 0.9938,                0.87263,                0.52822,                 0.2607,                0.79775,               0.004621,               0.004621,               0.004621
                    166,                0.58109,                0.35026,                0.81615,                0.97935,                0.98693,                0.99377,                0.87238,                0.52808,                0.26038,                0.79769,               0.004588,               0.004588,               0.004588
                    167,                0.57473,                0.34983,                0.81118,                0.97938,                0.98707,                0.99382,                0.87229,                0.52741,                 0.2605,                0.79761,               0.004555,               0.004555,               0.004555
                    168,                0.56709,                0.34267,                 0.8137,                0.97933,                 0.9873,                0.99386,                0.87214,                0.52714,                0.26054,                0.79757,               0.004522,               0.004522,               0.004522
                    169,                0.57681,                0.34467,                0.81599,                0.97956,                0.98732,                0.99388,                0.87323,                0.52644,                0.26028,                0.79749,               0.004489,               0.004489,               0.004489
                    170,                0.57339,                0.34179,                 0.8142,                0.97954,                0.98744,                0.99387,                0.87294,                0.52619,                0.26039,                0.79743,               0.004456,               0.004456,               0.004456
                    171,                0.57491,                0.34628,                0.81273,                 0.9794,                0.98757,                0.99393,                0.87373,                0.52589,                0.26006,                0.79739,               0.004423,               0.004423,               0.004423
                    172,                0.56766,                0.34318,                0.81355,                0.97948,                0.98767,                0.99394,                0.87403,                0.52549,                0.25997,                0.79735,                0.00439,                0.00439,                0.00439
                    173,                0.57219,                0.34042,                 0.8122,                0.97969,                0.98765,                 0.9939,                0.87348,                0.52531,                0.25975,                0.79729,               0.004357,               0.004357,               0.004357
                    174,                0.57247,                0.34086,                0.81233,                0.97967,                0.98765,                0.99391,                0.87411,                0.52532,                0.25957,                0.79723,               0.004324,               0.004324,               0.004324
                    175,                 0.5759,                0.34389,                0.81633,                 0.9797,                0.98777,                0.99397,                 0.8738,                0.52498,                0.25942,                0.79719,               0.004291,               0.004291,               0.004291
                    176,                0.57628,                0.34374,                0.81307,                0.97987,                0.98776,                0.99393,                0.87352,                0.52463,                 0.2593,                0.79713,               0.004258,               0.004258,               0.004258
                    177,                 0.5651,                0.33675,                0.81161,                0.97977,                0.98811,                0.99397,                0.87414,                0.52389,                0.25889,                0.79704,               0.004225,               0.004225,               0.004225
                    178,                0.56522,                0.33605,                0.81279,                 0.9797,                0.98827,                0.99397,                0.87433,                0.52358,                0.25897,                0.79695,               0.004192,               0.004192,               0.004192
                    179,                0.56366,                0.33757,                0.81206,                 0.9799,                0.98829,                0.99398,                0.87482,                0.52336,                0.25883,                0.79688,               0.004159,               0.004159,               0.004159
                    180,                0.56574,                0.34046,                0.81294,                0.97991,                0.98824,                0.99399,                0.87451,                0.52278,                0.25846,                0.79683,               0.004126,               0.004126,               0.004126
                    181,                0.56355,                0.33801,                0.81247,                0.97997,                0.98823,                0.99395,                0.87501,                0.52241,                0.25812,                0.79674,               0.004093,               0.004093,               0.004093
                    182,                0.56448,                 0.3375,                0.81137,                0.98004,                0.98829,                0.99396,                0.87428,                0.52215,                0.25814,                 0.7967,                0.00406,                0.00406,                0.00406
                    183,                0.55785,                0.33134,                0.81144,                0.98023,                0.98824,                0.99396,                0.87481,                0.52163,                0.25816,                0.79662,               0.004027,               0.004027,               0.004027
                    184,                 0.5622,                0.33504,                0.81231,                0.98006,                0.98825,                0.99395,                0.87424,                0.52155,                0.25797,                0.79659,               0.003994,               0.003994,               0.003994
                    185,                0.56437,                0.33927,                0.81088,                0.98016,                0.98819,                0.99396,                0.87418,                0.52136,                0.25776,                0.79653,               0.003961,               0.003961,               0.003961
                    186,                0.55505,                0.33336,                0.81077,                0.98028,                0.98824,                0.99398,                0.87391,                0.52113,                0.25754,                0.79649,               0.003928,               0.003928,               0.003928
                    187,                0.55662,                0.33282,                0.81314,                0.98033,                0.98836,                0.99398,                0.87364,                0.52078,                0.25753,                0.79645,               0.003895,               0.003895,               0.003895
                    188,                0.55773,                0.32835,                0.81234,                0.98032,                0.98857,                0.99397,                0.87358,                0.52048,                0.25705,                0.79639,               0.003862,               0.003862,               0.003862
                    189,                0.56164,                0.32625,                0.81155,                0.98038,                0.98853,                0.99398,                0.87452,                0.52019,                0.25684,                0.79635,               0.003829,               0.003829,               0.003829
                    190,                0.55945,                0.33054,                 0.8103,                0.98053,                0.98848,                0.99395,                0.87458,                0.51992,                0.25693,                0.79629,               0.003796,               0.003796,               0.003796
                    191,                0.56005,                0.33258,                 0.8126,                0.98054,                0.98845,                0.99395,                0.87451,                0.51987,                0.25683,                0.79625,               0.003763,               0.003763,               0.003763
                    192,                0.55271,                 0.3282,                0.81052,                 0.9805,                0.98849,                0.99395,                0.87418,                0.51967,                0.25675,                0.79621,                0.00373,                0.00373,                0.00373
                    193,                0.55843,                0.32942,                0.81407,                0.98052,                0.98847,                0.99397,                0.87419,                0.51945,                0.25621,                0.79618,               0.003697,               0.003697,               0.003697
                    194,                0.55482,                 0.3306,                0.81275,                0.98055,                0.98846,                0.99396,                0.87465,                0.51943,                0.25604,                0.79614,               0.003664,               0.003664,               0.003664
                    195,                0.55288,                0.32942,                0.81155,                0.98056,                0.98848,                0.99396,                0.87566,                0.51938,                0.25617,                 0.7961,               0.003631,               0.003631,               0.003631
                    196,                0.55516,                0.32853,                0.80963,                 0.9807,                0.98847,                0.99398,                0.87522,                0.51927,                  0.256,                0.79606,               0.003598,               0.003598,               0.003598
                    197,                0.55298,                 0.3297,                0.81209,                0.98078,                0.98847,                0.99398,                0.87576,                0.51908,                0.25593,                0.79606,               0.003565,               0.003565,               0.003565
                    198,                0.55326,                0.32807,                0.81469,                0.98061,                0.98861,                0.99401,                 0.8756,                0.51876,                0.25552,                0.79598,               0.003532,               0.003532,               0.003532
                    199,                0.54623,                0.32159,                0.81226,                0.98048,                0.98857,                0.99404,                 0.8753,                0.51855,                0.25555,                0.79593,               0.003499,               0.003499,               0.003499
                    200,                 0.5517,                0.33064,                0.81041,                0.98057,                0.98855,                0.99403,                0.87503,                0.51824,                0.25559,                 0.7959,               0.003466,               0.003466,               0.003466
                    201,                0.54887,                0.32151,                0.81171,                0.98054,                0.98858,                0.99405,                0.87581,                0.51791,                0.25525,                0.79585,               0.003433,               0.003433,               0.003433
                    202,                0.55191,                0.32229,                0.80996,                0.98064,                0.98863,                0.99405,                0.87588,                0.51747,                0.25524,                0.79579,                 0.0034,                 0.0034,                 0.0034
                    203,                0.54422,                0.32301,                0.80792,                0.98074,                0.98859,                0.99405,                0.87638,                0.51723,                0.25522,                0.79577,               0.003367,               0.003367,               0.003367
                    204,                0.54238,                0.31828,                0.80565,                0.98061,                0.98864,                0.99405,                0.87694,                0.51698,                0.25515,                0.79568,               0.003334,               0.003334,               0.003334
                    205,                0.54358,                0.32236,                0.80811,                0.98058,                0.98871,                0.99406,                0.87718,                0.51678,                0.25491,                0.79568,               0.003301,               0.003301,               0.003301
                    206,                0.54509,                 0.3174,                0.80981,                0.98066,                0.98874,                0.99406,                0.87638,                0.51655,                 0.2547,                0.79563,               0.003268,               0.003268,               0.003268
                    207,                0.54162,                0.31845,                0.80815,                0.98074,                0.98871,                0.99407,                0.87684,                0.51626,                0.25458,                 0.7956,               0.003235,               0.003235,               0.003235
                    208,                0.53868,                0.31636,                 0.8084,                0.98082,                0.98877,                0.99406,                0.87641,                0.51609,                0.25461,                0.79553,               0.003202,               0.003202,               0.003202
                    209,                0.54075,                0.31676,                0.80792,                0.98104,                0.98869,                0.99407,                0.87675,                0.51588,                0.25459,                 0.7955,               0.003169,               0.003169,               0.003169
                    210,                0.53782,                0.31989,                0.80836,                0.98106,                0.98881,                0.99408,                0.87637,                0.51581,                0.25491,                0.79546,               0.003136,               0.003136,               0.003136
                    211,                0.54123,                0.31516,                0.80875,                0.98097,                0.98886,                 0.9941,                0.87659,                0.51548,                0.25477,                 0.7954,               0.003103,               0.003103,               0.003103
                    212,                0.54076,                0.31806,                0.80371,                0.98081,                0.98884,                 0.9941,                0.87682,                0.51515,                0.25475,                0.79534,                0.00307,                0.00307,                0.00307
                    213,                0.53859,                0.31402,                0.81124,                0.98083,                0.98886,                0.99411,                0.87639,                0.51494,                0.25483,                0.79526,               0.003037,               0.003037,               0.003037
                    214,                0.53525,                0.31504,                0.80917,                0.98089,                0.98887,                0.99412,                0.87693,                0.51474,                0.25474,                0.79522,               0.003004,               0.003004,               0.003004
                    215,                0.53484,                0.31573,                0.80895,                0.98109,                0.98878,                0.99411,                0.87651,                0.51437,                0.25469,                0.79515,               0.002971,               0.002971,               0.002971
                    216,                0.53325,                0.31441,                0.80413,                0.98125,                0.98871,                0.99414,                0.87657,                0.51424,                 0.2544,                0.79516,               0.002938,               0.002938,               0.002938
                    217,                0.53295,                0.31219,                0.80634,                0.98129,                 0.9887,                0.99414,                0.87748,                0.51404,                0.25376,                0.79512,               0.002905,               0.002905,               0.002905
                    218,                0.53194,                 0.3093,                0.80823,                0.98152,                0.98856,                0.99415,                0.87776,                0.51377,                0.25392,                0.79505,               0.002872,               0.002872,               0.002872
                    219,                 0.5288,                0.30807,                0.80522,                0.98157,                0.98856,                0.99416,                0.87805,                0.51353,                0.25361,                0.79501,               0.002839,               0.002839,               0.002839
                    220,                0.52884,                0.30653,                0.80621,                0.98169,                0.98852,                0.99415,                0.87827,                0.51334,                0.25335,                0.79499,               0.002806,               0.002806,               0.002806
                    221,                0.53082,                0.30941,                0.80874,                0.98153,                0.98865,                0.99414,                0.87777,                 0.5133,                0.25334,                0.79497,               0.002773,               0.002773,               0.002773
                    222,                 0.5272,                0.30761,                0.80731,                0.98149,                 0.9887,                0.99414,                0.87834,                 0.5132,                0.25299,                0.79495,                0.00274,                0.00274,                0.00274
                    223,                0.52477,                0.30578,                 0.8044,                0.98144,                0.98877,                0.99413,                0.87787,                0.51298,                 0.2531,                0.79491,               0.002707,               0.002707,               0.002707
                    224,                0.52817,                0.30689,                0.80716,                0.98145,                0.98879,                0.99413,                0.87872,                0.51295,                0.25288,                0.79487,               0.002674,               0.002674,               0.002674
                    225,                 0.5373,                0.31246,                 0.8045,                0.98138,                0.98883,                0.99414,                0.87866,                0.51273,                 0.2528,                 0.7948,               0.002641,               0.002641,               0.002641
                    226,                0.53189,                0.30923,                0.80574,                 0.9814,                0.98884,                0.99413,                0.87871,                0.51286,                0.25318,                0.79477,               0.002608,               0.002608,               0.002608
                    227,                0.52044,                 0.2994,                0.80758,                0.98182,                0.98858,                0.99417,                0.87806,                0.51259,                0.25326,                0.79473,               0.002575,               0.002575,               0.002575
                    228,                0.52887,                0.30618,                0.80527,                0.98204,                0.98849,                0.99417,                0.87832,                0.51224,                0.25333,                0.79467,               0.002542,               0.002542,               0.002542
                    229,                0.51926,                 0.3043,                0.80554,                0.98191,                0.98868,                0.99418,                0.87889,                 0.5122,                 0.2533,                0.79464,               0.002509,               0.002509,               0.002509
                    230,                0.52009,                0.30277,                0.80571,                0.98194,                0.98867,                0.99417,                0.87903,                 0.5121,                0.25342,                0.79459,               0.002476,               0.002476,               0.002476
                    231,                0.51866,                0.30392,                0.80652,                0.98273,                0.98853,                0.99418,                0.87818,                0.51187,                0.25351,                0.79453,               0.002443,               0.002443,               0.002443
                    232,                0.52001,                 0.3038,                0.80535,                0.98286,                0.98854,                0.99418,                0.87899,                0.51162,                0.25336,                0.79449,                0.00241,                0.00241,                0.00241
                    233,                0.51837,                0.30205,                0.80486,                0.98284,                0.98861,                0.99418,                0.87921,                0.51205,                0.25347,                 0.7945,               0.002377,               0.002377,               0.002377
                    234,                0.52496,                0.30258,                0.80717,                0.98316,                0.98853,                0.99419,                0.87823,                0.51219,                  0.254,                0.79447,               0.002344,               0.002344,               0.002344
                    235,                0.51838,                0.30159,                0.80555,                0.98319,                0.98847,                0.99418,                0.87813,                0.51175,                0.25393,                0.79439,               0.002311,               0.002311,               0.002311
                    236,                0.52085,                 0.2988,                0.80463,                0.98344,                0.98838,                0.99419,                0.87951,                0.51114,                0.25344,                0.79433,               0.002278,               0.002278,               0.002278
                    237,                0.51733,                0.29711,                0.80418,                0.98347,                0.98836,                 0.9942,                0.87884,                 0.5111,                0.25344,                0.79429,               0.002245,               0.002245,               0.002245
                    238,                0.51277,                0.29842,                0.80383,                0.98372,                0.98833,                0.99421,                0.87896,                0.51116,                0.25345,                0.79429,               0.002212,               0.002212,               0.002212
                    239,                0.51248,                0.29582,                0.80625,                0.98409,                0.98844,                0.99421,                0.87837,                0.51108,                0.25327,                0.79427,               0.002179,               0.002179,               0.002179
                    240,                0.51511,                0.30053,                0.80327,                0.98396,                0.98829,                0.99419,                0.87909,                0.51103,                0.25301,                0.79424,               0.002146,               0.002146,               0.002146
                    241,                0.51363,                0.29672,                0.80473,                0.98407,                0.98821,                0.99421,                0.87958,                0.51143,                0.25298,                0.79425,               0.002113,               0.002113,               0.002113
                    242,                0.51105,                0.29639,                  0.802,                0.98418,                0.98819,                0.99423,                0.87847,                 0.5114,                0.25339,                 0.7942,                0.00208,                0.00208,                0.00208
                    243,                0.50994,                0.29511,                 0.8028,                0.98442,                0.98822,                0.99422,                0.87911,                0.51135,                0.25384,                0.79418,               0.002047,               0.002047,               0.002047
                    244,                0.51371,                0.29647,                0.80411,                 0.9845,                0.98816,                0.99423,                 0.8786,                0.51109,                0.25354,                0.79413,               0.002014,               0.002014,               0.002014
                    245,                 0.5136,                0.29476,                0.80545,                0.98471,                0.98808,                0.99423,                0.87934,                0.51028,                0.25318,                0.79404,               0.001981,               0.001981,               0.001981
                    246,                0.50656,                0.29173,                 0.8022,                0.98479,                0.98804,                0.99426,                 0.8792,                0.51052,                0.25316,                0.79405,               0.001948,               0.001948,               0.001948
                    247,                0.51171,                0.29848,                0.80424,                0.98471,                0.98814,                0.99426,                0.87947,                0.51048,                0.25308,                0.79402,               0.001915,               0.001915,               0.001915
                    248,                0.50569,                0.28914,                0.80439,                0.98493,                0.98811,                0.99426,                 0.8794,                0.51092,                0.25311,                0.79402,               0.001882,               0.001882,               0.001882
                    249,                0.50978,                0.28893,                0.80496,                0.98475,                0.98817,                0.99427,                0.87904,                0.51066,                0.25333,                0.79398,               0.001849,               0.001849,               0.001849
                    250,                0.51087,                0.29342,                0.80466,                0.98473,                0.98818,                0.99428,                0.87982,                0.51053,                0.25327,                0.79397,               0.001816,               0.001816,               0.001816
                    251,                0.50528,                0.28698,                0.80356,                0.98477,                0.98815,                0.99429,                0.87953,                0.51048,                0.25337,                0.79393,               0.001783,               0.001783,               0.001783
                    252,                0.50818,                0.28749,                0.80417,                0.98478,                0.98815,                0.99428,                0.88045,                0.51019,                0.25322,                0.79387,                0.00175,                0.00175,                0.00175
                    253,                0.50396,                0.28682,                0.80119,                0.98482,                0.98815,                0.99429,                0.87988,                 0.5101,                0.25312,                0.79385,               0.001717,               0.001717,               0.001717
                    254,                0.50077,                0.29035,                0.80354,                0.98473,                0.98819,                 0.9943,                0.88025,                0.50986,                0.25301,                 0.7938,               0.001684,               0.001684,               0.001684
                    255,                0.50221,                0.28554,                0.80189,                0.98475,                 0.9882,                0.99431,                0.88004,                0.50969,                0.25333,                0.79374,               0.001651,               0.001651,               0.001651
                    256,                0.50308,                0.28542,                0.80265,                0.98481,                0.98815,                0.99433,                 0.8799,                0.50968,                0.25315,                 0.7937,               0.001618,               0.001618,               0.001618
                    257,                0.49982,                0.28446,                 0.8025,                0.98481,                0.98815,                0.99432,                0.87945,                0.50992,                 0.2539,                0.79368,               0.001585,               0.001585,               0.001585
                    258,                0.49946,                0.28683,                0.80362,                 0.9849,                 0.9882,                0.99433,                0.87895,                0.51015,                0.25462,                0.79365,               0.001552,               0.001552,               0.001552
                    259,                0.49686,                0.28478,                0.80032,                0.98482,                0.98816,                0.99433,                0.88056,                0.50989,                0.25465,                 0.7936,               0.001519,               0.001519,               0.001519
                    260,                0.49428,                0.28375,                0.80351,                0.98481,                0.98828,                0.99433,                0.88012,                0.50976,                0.25448,                0.79355,               0.001486,               0.001486,               0.001486
                    261,                0.49273,                0.28304,                0.80134,                0.98482,                0.98826,                0.99433,                0.88044,                0.50982,                0.25451,                0.79352,               0.001453,               0.001453,               0.001453
                    262,                0.49416,                0.28408,                0.80019,                0.98484,                0.98832,                0.99433,                0.87989,                 0.5097,                 0.2544,                 0.7935,                0.00142,                0.00142,                0.00142
                    263,                0.49618,                0.28215,                0.80235,                0.98477,                0.98833,                0.99433,                 0.8799,                0.50968,                0.25414,                0.79345,               0.001387,               0.001387,               0.001387
                    264,                0.49437,                0.28227,                0.80174,                0.98479,                0.98832,                0.99433,                0.88024,                0.50981,                0.25424,                0.79344,               0.001354,               0.001354,               0.001354
                    265,                0.49145,                 0.2818,                0.80073,                0.98477,                0.98832,                0.99434,                0.88051,                0.51002,                0.25463,                0.79341,               0.001321,               0.001321,               0.001321
                    266,                0.49111,                0.28001,                0.80191,                 0.9847,                0.98839,                0.99435,                 0.8805,                0.51006,                0.25474,                0.79339,               0.001288,               0.001288,               0.001288
                    267,                0.48745,                  0.279,                 0.8004,                0.98468,                 0.9884,                0.99435,                0.88021,                0.51024,                0.25477,                0.79339,               0.001255,               0.001255,               0.001255
                    268,                0.49363,                0.27909,                0.79907,                0.98472,                0.98845,                0.99435,                 0.8808,                 0.5101,                0.25478,                0.79336,               0.001222,               0.001222,               0.001222
                    269,                0.48807,                0.27643,                0.80041,                0.98471,                0.98845,                0.99436,                 0.8795,                 0.5098,                0.25475,                0.79328,               0.001189,               0.001189,               0.001189
                    270,                0.48327,                0.27528,                0.79966,                0.98481,                0.98837,                0.99436,                 0.8791,                0.50977,                0.25484,                0.79326,               0.001156,               0.001156,               0.001156
                    271,                0.48305,                0.27377,                0.79762,                0.98475,                0.98857,                0.99437,                0.87922,                0.50969,                0.25503,                0.79321,               0.001123,               0.001123,               0.001123
                    272,                0.48891,                0.27481,                0.79992,                0.98471,                0.98867,                0.99438,                0.87825,                0.50981,                0.25531,                0.79317,                0.00109,                0.00109,                0.00109
                    273,                0.47993,                 0.2733,                0.79865,                0.98474,                0.98874,                0.99439,                0.87839,                0.50947,                0.25584,                0.79309,               0.001057,               0.001057,               0.001057
                    274,                0.48159,                0.27224,                0.79857,                0.98474,                0.98868,                0.99439,                0.87931,                0.50937,                0.25572,                0.79305,               0.001024,               0.001024,               0.001024
                    275,                0.48231,                0.27179,                 0.8007,                0.98471,                 0.9889,                 0.9944,                0.87909,                0.50896,                0.25537,                0.79298,               0.000991,               0.000991,               0.000991
                    276,                 0.4789,                 0.2721,                0.79748,                0.98473,                0.98886,                0.99441,                0.87857,                0.50863,                0.25529,                0.79295,               0.000958,               0.000958,               0.000958
                    277,                0.48013,                0.27291,                0.79861,                0.98468,                0.98896,                0.99441,                0.87911,                0.50857,                 0.2552,                0.79289,               0.000925,               0.000925,               0.000925
                    278,                0.47568,                0.27069,                0.79716,                0.98477,                  0.989,                0.99441,                0.87892,                0.50854,                0.25534,                0.79286,               0.000892,               0.000892,               0.000892
                    279,                0.47473,                0.26938,                0.79815,                0.98483,                0.98903,                0.99443,                0.87901,                0.50852,                0.25493,                0.79285,               0.000859,               0.000859,               0.000859
                    280,                0.47681,                 0.2712,                0.79994,                0.98478,                0.98924,                0.99443,                0.87974,                0.50823,                0.25503,                 0.7928,               0.000826,               0.000826,               0.000826
                    281,                0.47733,                0.26815,                  0.802,                0.98477,                0.98934,                0.99443,                0.87859,                0.50824,                0.25516,                0.79276,               0.000793,               0.000793,               0.000793
                    282,                0.47225,                0.26578,                0.79806,                 0.9849,                0.98926,                0.99443,                0.87897,                0.50831,                0.25535,                0.79273,                0.00076,                0.00076,                0.00076
                    283,                 0.4742,                0.26846,                0.79848,                0.98475,                0.98936,                0.99443,                0.87911,                0.50793,                0.25514,                0.79268,               0.000727,               0.000727,               0.000727
                    284,                0.47217,                0.26361,                0.80064,                0.98479,                0.98935,                0.99443,                0.87909,                0.50739,                 0.2552,                0.79261,               0.000694,               0.000694,               0.000694
                    285,                0.47074,                0.26667,                  0.801,                0.98476,                0.98939,                0.99445,                0.87958,                0.50706,                 0.2547,                0.79256,               0.000661,               0.000661,               0.000661
                    286,                0.46942,                0.26435,                0.79727,                0.98489,                0.98934,                0.99445,                   0.88,                0.50654,                0.25425,                0.79249,               0.000628,               0.000628,               0.000628
                    287,                 0.4738,                0.26597,                0.79633,                0.98489,                 0.9894,                0.99445,                0.87997,                0.50637,                0.25415,                0.79248,               0.000595,               0.000595,               0.000595
                    288,                0.46852,                0.26498,                 0.7967,                0.98488,                0.98944,                0.99445,                0.88045,                0.50618,                0.25418,                0.79244,               0.000562,               0.000562,               0.000562
                    289,                0.46539,                0.26004,                0.80224,                0.98496,                0.98944,                0.99447,                0.88047,                0.50641,                0.25383,                0.79243,               0.000529,               0.000529,               0.000529
                    290,                0.46626,                0.26303,                0.79538,                0.98493,                0.98949,                0.99446,                0.88056,                0.50616,                0.25361,                 0.7924,               0.000496,               0.000496,               0.000496
                    291,                0.47104,                0.25158,                 0.7985,                0.98499,                0.98949,                0.99447,                0.88159,                0.50337,                0.25283,                0.79211,               0.000463,               0.000463,               0.000463
                    292,                0.45665,                0.24352,                0.79211,                0.98506,                0.98964,                0.99448,                0.88317,                0.50087,                0.25234,                0.79183,                0.00043,                0.00043,                0.00043
                    293,                0.45098,                0.24131,                0.79691,                0.98506,                0.98968,                0.99448,                0.88442,                0.49832,                0.25149,                0.79158,               0.000397,               0.000397,               0.000397
                    294,                0.44625,                0.24329,                0.79514,                0.98511,                0.98966,                0.99449,                0.88581,                0.49618,                0.25099,                0.79133,               0.000364,               0.000364,               0.000364
                    295,                0.43881,                0.23601,                0.79433,                0.98509,                0.98967,                0.99449,                0.88588,                0.49424,                0.25078,                0.79111,               0.000331,               0.000331,               0.000331
                    296,                0.44322,                0.24018,                0.79509,                0.98519,                0.98971,                0.99449,                0.88607,                0.49223,                0.25009,                 0.7909,               0.000298,               0.000298,               0.000298
                    297,                0.44241,                0.23697,                0.79368,                0.98516,                0.98998,                0.99449,                0.88654,                0.49084,                0.24975,                0.79072,               0.000265,               0.000265,               0.000265
                    298,                0.43542,                0.23528,                0.79507,                0.98506,                0.99005,                 0.9945,                0.88752,                0.48867,                0.24948,                 0.7905,               0.000232,               0.000232,               0.000232
                    299,                0.43454,                0.23496,                0.79309,                0.98519,                0.98996,                0.99451,                0.88849,                0.48736,                0.24898,                 0.7903,               0.000199,               0.000199,               0.000199
                    300,                0.43425,                0.23572,                0.79365,                0.98511,                0.99019,                0.99452,                0.88891,                0.48581,                0.24895,                0.79011,               0.000166,               0.000166,               0.000166
